TOPIC,SUB_TOPIC
accompanied,"harmful chemical accompanied, chemical accompanied good, accompanied good customer, forever accompanied fast, mask forever accompanied"
alcohol,"type alcohol free, skin type alcohol, alcohol free made, alcohol natural product, chemical alcohol natural"
intact,"natural moisture intact, intact good result, moisture intact good, hair moisture intact, intact using liked"
fairer,"good skin fairer, giving instant fairer, instant fairer glow, fairer glow advanced, fairer vidible applying"
ness,"smooth ness natural, positive ness theyre, texture smooth ness, ness natural aroma, ness theyre planting"
school,"must school going, good must school, school going toddler, going school college, school college thank"
happened,"apply happened silicone, happened silicone brush, easy apply happened, never happened quite, happened quite lightweight"
mera,"mera hair fall, karan mera chechra, ke karan mera, mera chechra frr, mera favorite hai"
convinced,"convinced face serum, never convinced face, convinced get mama, kinda convinced get, mamaearthand kinda convinced"
hype,"skin worth hype, hype price keep, upto hype price, totally upto hype, stand well hype"
beard,"beard oil men, good beard oil, beard try charcoal, men beard try, woman men beard"
advised,"skin doctor advised, advised please buy, minimise pore advised, pore advised please, doctor advised use"
purifying,"great purifying skin, tree great purifying, purifying skin thanks, help purifying skin, charcoal help purifying"
apt,"price apt according, oil price apt, apt according composition, apt delicate soft, gentle apt delicate"
dermotologically,"dermotologically tested product, free dermotologically tested, nourished hair dermotologically, hair dermotologically tested, dermotologically tested producthighly"
swear,"bottle swear skin, swear make look, moisture lightweight swear, lightweight swear make, 2nd bottle swear"
muchmy,"muchmy hair became, like muchmy hair, muchmy face looking, liked muchmy face, muchmy hair fall"
towards,"attracts towards mamaearth, really attracts towards, attracted towards every, amazing attracted towards, towards every morning"
prblm,"hair fall prblm, fall prblm bt, prblm bt using, acne prblm already, prblm already use"
kam,"kam ho gaye, jhadna kam ho, baal jhadna kam, baal girne kam, girne kam ho"
prodakt,really good prodakt
alsoand,"alsoand onion herbal, hair growth alsoand, growth alsoand onion, sensitive fabric alsoand, alsoand create irritation"
detangled,"perfectly detangled hair, amazingnot detangled serum, really detangled hair, 7sec amazingnot detangled, really really detangled"
sunsreen,"sunsreen protects harmfull, amazing sunsreen protects, hydrogel sunsreen provides, sunsreen provides good"
tht,"hairnow tht result, short hairnow tht, tht result owzm, frizz tht save, hair frizz tht"
thq,"thq mama earth, product thq mamaearth, ncy product thq, scrub loved thq, loved thq mama"
vouch,"vouch change game, personally vouch change, repair personally vouch, mom vouch best, working mom vouch"
lite,"product good lite, good lite smell, lite smell like, lite change face, 10 lite change"
skintone,"product type skintone, ingredient uneven skintone, indian skintone light, sunscreen indian skintone, skintone light non"
weekit,"result within weekit, within weekit really, weekit really effective, product twice weekit, twice weekit give"
2021,"sept 2021 totally, 2021 totally happy, bought sept 2021, 2021 result got, moisturizer june 2021"
effortlessly,"amazing consistency effortlessly, effortlessly sits skin, consistency effortlessly sits, worry effortlessly mamaearth, aging worry effortlessly"
safety,"baby safety amazing, paranoid baby safety, safety natural ingredient, like safety natural, benefit like safety"
regain,"skin regain glow, regain glow also, dead skin regain, conditioner help regain, help regain lost"
uptan,"nice uptan face, uptan face wash, uptan bodywash thnk, mamaearth uptan bodywash, happy mamaearth uptan"
delhi,"time must delhi, delhi ncr protect, must delhi ncr, cream perfect delhi, perfect delhi winter"
git,"git good result, productmust tryi git, tryi git good, scalp git rid, cleaned scalp git"
effectiveit,"effectiveit tremendously reduced, effectiveit make skin, effectiveit moisturizes skin, cream effectiveit moisturizes, body scrub effectiveit"
creates,"baby creates mess, creates mess meal, creates magic face, natural ingredient creates, ingredient creates magic"
six,"past six month, last six month, result last six, six month using, product past six"
heena,"love apply heena, heena mamaearth made, readymade heena mamaearth, concept readymade heena, beautiful aroma heena"
te,"te difference saw, could te difference, wash could te, till te product, te product natural"
longevity,"longevity good product, fragrance good longevity, longevity must buy, good longevity must, great longevity give"
disappearing,"started disappearing grateful, disappearing grateful product, acne started disappearing, damaged hair disappearing, hair started disappearing"
skinlove,"skinlove definitely recommend, dry skinlove definitely, soothing dry skinlove, goodness baby skinlove, shine baby skinlove"
enjoyed,"thick enjoyed leaf, bcz thick enjoyed, enjoyed leaf skin, loved enjoyed taste, brother loved enjoyed"
awesum,"goodworked awesum skin, realy goodworked awesum, smell awesum gentle, us smell awesum, awesum gentle skin"
methanks,"result methanks mamaearth, methanks mamaearth giving, helpful methanks mama, methanks mama earth, product helpful methanks"
boon,"skin boon skin, glowing skin boon, boon skin make, cream boon skin, night cream boon"
who,"who oily skin, best someone who, someone who oily, recommend one who, one who hair"
2days,"2days huaa hair, face within 2days, product 2days day, 2days day mirror, used product 2days"
mistake,"mistake face wash, face scrub mistake, scrub mistake face, eye even mistake, even mistake come"
previously,"great product previously, previously hair soo, product previously hair, daughter previously tried, hydrating daughter previously"
parlour,"went parlour hair, parlour hair spathe, like parlour choclate, effect like parlour, parlour choclate clean"
meit,"help meit skinfriendly, really help meit, like meit come, meit come spf, goer like meit"
brandi,"skin care brandi, unique special brandi, special brandi use, brandi use babybest, brandi really like"
fourth,"loved totally fourth, fourth time buying, totally fourth time, gone fourth use, totally gone fourth"
currently,"currently obsessed natural, use currently ossam, nd use currently, beautiful product currently, product currently stock"
restore,"help restore skin, something help restore, restore skin quality, helped restore radiance, serum helped restore"
jus,"every product jus, product jus awesome, product used jus, used jus result, jus result super"
hazel,"witch hazel toner, hazel toner also, niacinamide witch hazel, hazel toner good, goodness witch hazel"
witch,"witch hazel toner, niacinamide witch hazel, goodness witch hazel, product goodness witch, witch hazel rose"
effected,"baby natural effected, 100 natural effected, effected im happy, natural effected im, effected skin good"
2bottles,"finish 2bottles already, mamaearth finish 2bottles, 2bottles already going"
efficiently,"nice efficiently product, worked efficiently helped, loved worked efficiently, efficiently helped get, remove quickly efficiently"
uncomfortable,"baby itch uncomfortable, uncomfortable soft effective, itch uncomfortable soft, uncomfortable feeling side, didnt feel uncomfortable"
owesome,"owesome product quality, product really owesome"
certainly,"certainly liked must, certainly best far, effect excellent certainly, excellent certainly helpful, certainly helpful treating"
pollutant,"clean face pollutant, pollutant dirt dust, face pollutant dirt, pollutant giving gentle, rid skin pollutant"
kill,"also kill germ, kill germ best, ingredient also kill, product range kill, kill 99 germ"
stressed,"stressed situtaionbut oil, hair fall stressed, fall stressed situtaionbut, bcz pcod stressed, stressed conditionbut saw"
oilgo,best hair oilgo
medical,"buy medical nice, one buy medical, medical nice excellent, medical treatment also, underwent medical treatment"
heir,heir oil good
elegant,"also quite elegant, elegant best lip, colour elegant best, college colour elegant, shade elegant serum"
comb,"comb applicator apply, comb hair ordered, touch comb hair, even touch comb, already hole comb"
aaya,"say maza aaya, bhut achha aaya, bahot pasand aaya, pasand aaya hai, aaya hai ke"
